"precinct","office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","magnitude","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","date","readme_check"
"39 - MAGNESS TWP","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",495,"LONOKE","05085","LONOKE","05085","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"39 - MAGNESS TWP","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",533,"LONOKE","05085","LONOKE","05085","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"39 PALARM","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",1036,"FAULKNER","05045","FAULKNER","05045","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"39 PALARM","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",920,"FAULKNER","05045","FAULKNER","05045","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",25,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",38,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4 FOURCHE","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",296,"PERRY","05105","PERRY","05105","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4 FOURCHE","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",347,"PERRY","05105","PERRY","05105","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-1","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",552,"BAXTER","05005","BAXTER","05005","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-1","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",882,"BAXTER","05005","BAXTER","05005","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-2","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",210,"BAXTER","05005","BAXTER","05005","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-2","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",289,"BAXTER","05005","BAXTER","05005","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-A","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",177,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-A","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",331,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-A PHILPOT","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",106,"FRANKLIN","05047","FRANKLIN","05047","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-A PHILPOT","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",110,"FRANKLIN","05047","FRANKLIN","05047","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-B","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",256,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-B","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",495,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-B WATALULA","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",89,"FRANKLIN","05047","FRANKLIN","05047","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-B WATALULA","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",76,"FRANKLIN","05047","FRANKLIN","05047","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-C","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",772,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-C","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",1212,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-C WIEDERKEHR VILLAGE","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",40,"FRANKLIN","05047","FRANKLIN","05047","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-C WIEDERKEHR VILLAGE","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",30,"FRANKLIN","05047","FRANKLIN","05047","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-D","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",437,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-D","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",690,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-D OZARK RURAL","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",181,"FRANKLIN","05047","FRANKLIN","05047","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-D OZARK RURAL","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",217,"FRANKLIN","05047","FRANKLIN","05047","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-E","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",312,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-E","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",431,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-F","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",149,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-F","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",333,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-G","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",692,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-G","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",1095,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-H","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",324,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-H","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",457,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-I","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",236,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-I","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",368,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-J","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",7,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-J","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",6,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-K","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",301,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-K","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",603,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-L","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",171,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-L","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",317,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-M","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",0,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-M","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",0,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
